,deaths_c19,deaths_flu,deaths_pna,deaths_c19_and_pna,deaths_c19_pna_or_flu,deaths_total,clusters,cluster
16208,0,5,31,0,33,573,0,pink
16209,0,17,92,0,109,1643,0,pink
16210,0,0,0,0,0,36,0,pink
16211,0,5,0,0,5,34,0,pink
16212,0,5,0,0,5,48,0,pink
16213,0,5,5,0,5,80,0,pink
16214,0,5,11,0,16,226,0,pink
16215,0,5,20,0,22,295,0,pink
16216,0,5,27,0,30,439,0,pink
16217,0,5,31,0,33,485,0,pink
16218,5,19,128,5,153,1819,0,pink
16219,0,0,5,0,5,27,0,pink
16220,5,0,5,0,5,31,0,pink
16221,0,0,5,0,5,68,0,pink
16222,0,5,5,0,5,83,0,pink
16223,5,5,11,0,19,252,0,pink
16224,0,5,28,0,31,347,0,pink
16225,5,5,37,5,45,432,0,pink
16226,0,5,39,0,42,579,0,pink
16227,44,5,87,16,117,1672,0,pink
16228,0,0,5,0,5,34,0,pink
16229,0,0,5,0,5,43,0,pink
16230,5,0,0,0,5,57,0,pink
16231,0,0,0,0,0,70,0,pink
16232,11,0,14,5,22,260,0,pink
16233,11,5,15,5,23,269,0,pink
16234,5,0,24,5,28,431,0,pink
16235,12,5,30,5,39,508,0,pink
16236,70,0,89,29,130,1715,0,pink
16237,0,0,0,0,0,41,0,pink
16238,0,0,5,0,5,56,0,pink
16239,5,0,5,5,5,48,0,pink
16240,5,0,5,5,5,81,0,pink
16241,14,0,16,5,23,254,0,pink
16242,20,0,27,13,34,328,0,pink
16243,13,0,25,5,34,414,0,pink
16244,19,0,13,5,30,493,0,pink
16245,68,0,99,23,144,1699,0,pink
16246,0,0,5,0,5,32,0,pink
16247,5,0,5,5,5,46,0,pink
16248,5,0,5,5,5,60,0,pink
16249,5,0,5,0,5,93,0,pink
16250,18,0,22,10,30,252,0,pink
16251,18,0,23,5,33,326,0,pink
16252,14,0,19,5,31,435,0,pink
16253,13,0,22,5,34,455,0,pink
16254,146,0,118,50,214,1916,0,pink
16255,0,0,0,0,0,42,0,pink
16256,5,0,0,0,5,39,0,pink
16257,5,0,5,5,5,87,0,pink
16258,5,0,5,5,5,104,0,pink
16259,25,0,26,13,38,294,0,pink
16260,24,0,28,13,39,343,0,pink
16261,50,0,31,12,69,434,0,pink
16262,34,0,25,5,51,573,0,pink
16263,95,0,107,33,169,1861,0,pink
16264,0,0,5,0,5,35,0,pink
16265,0,0,5,0,5,54,0,pink
16266,5,0,5,0,5,65,0,pink
16267,5,0,5,5,5,72,0,pink
16268,18,0,27,5,36,296,0,pink
16269,23,0,23,5,37,350,0,pink
16270,25,0,32,10,47,474,0,pink
16271,21,0,20,5,37,515,0,pink
16272,77,0,108,31,154,1717,0,pink
16273,0,0,0,0,0,39,0,pink
16274,0,0,0,0,0,45,0,pink
16275,5,0,5,0,5,63,0,pink
16276,5,0,5,5,5,93,0,pink
16277,5,0,18,5,23,246,0,pink
16278,20,0,25,5,37,315,0,pink
16279,18,0,30,10,38,402,0,pink
16280,23,0,28,5,44,514,0,pink
16281,190,5,166,92,265,1938,0,pink
16282,0,0,0,0,0,37,0,pink
16283,5,0,5,0,5,54,0,pink
16284,5,0,5,5,5,57,0,pink
16285,11,0,5,5,12,88,0,pink
16286,27,5,27,15,40,285,0,pink
16287,44,0,42,28,58,364,0,pink
16288,55,0,48,25,78,491,0,pink
16289,49,0,42,21,70,562,0,pink
16290,429,0,253,176,506,2121,0,pink
16291,5,0,5,0,5,39,0,pink
16292,5,0,5,5,5,46,0,pink
16293,5,0,5,5,5,64,0,pink
16294,18,0,20,12,26,103,0,pink
16295,52,0,43,25,70,278,0,pink
16296,84,0,58,43,99,372,0,pink
16297,123,0,66,52,137,529,0,pink
16298,141,0,61,42,160,690,0,pink
16299,531,0,324,234,621,2340,0,pink
16300,0,0,0,0,0,37,0,pink
16301,5,0,5,5,5,48,0,pink
16302,5,0,5,5,5,66,0,pink
16303,21,0,14,10,25,100,0,pink
16304,71,0,46,30,87,321,0,pink
16305,129,0,85,60,154,456,0,pink
16306,145,0,100,76,169,609,0,pink
16307,157,0,70,52,175,703,0,pink
16308,447,0,307,229,525,2200,0,pink
16309,0,0,0,0,0,26,0,pink
16310,5,0,5,5,5,53,0,pink
16311,5,0,5,5,10,63,0,pink
16312,24,0,16,14,26,126,0,pink
16313,58,0,46,34,70,303,0,pink
16314,107,0,75,58,124,421,0,pink
16315,121,0,92,69,144,562,0,pink
16316,127,0,71,50,148,646,0,pink
16317,173,0,144,83,234,1733,0,pink
16318,0,0,5,0,5,28,0,pink
16319,5,0,5,5,5,49,0,pink
16320,5,0,5,5,5,50,0,pink
16321,5,0,5,5,11,84,0,pink
16322,30,0,23,13,40,252,0,pink
16323,49,0,35,23,61,320,0,pink
16324,42,0,37,20,59,427,0,pink
16325,41,0,38,21,58,523,0,pink
16326,97,0,111,55,153,1765,0,pink
16327,0,0,0,0,0,31,0,pink
16328,5,0,5,5,5,38,0,pink
16329,0,0,0,0,0,52,0,pink
16330,5,0,5,5,5,94,0,pink
16331,26,0,27,15,38,266,0,pink
16332,23,0,20,13,30,303,0,pink
16333,27,0,31,13,45,462,0,pink
16334,16,0,26,11,31,519,0,pink
16335,62,0,95,30,127,1698,0,pink
16336,0,0,5,0,5,39,0,pink
16337,0,0,0,0,0,41,0,pink
16338,5,0,5,5,5,71,0,pink
16339,5,0,5,5,10,96,0,pink
16340,18,0,24,5,33,265,0,pink
16341,15,0,19,5,25,335,0,pink
16342,15,0,26,5,34,401,0,pink
16343,5,0,15,5,20,450,0,pink
16344,62,0,89,28,123,1762,0,pink
16345,0,0,0,0,0,32,0,pink
16346,5,0,0,0,5,45,0,pink
16347,5,0,5,5,5,68,0,pink
16348,5,0,5,5,5,94,0,pink
16349,20,0,18,10,28,276,0,pink
16350,5,0,14,5,19,340,0,pink
16351,11,0,34,5,42,429,0,pink
16352,11,0,19,5,23,478,0,pink
16353,67,5,91,35,124,1733,0,pink
16354,0,5,5,0,5,36,0,pink
16355,5,0,5,5,5,56,0,pink
16356,5,0,5,5,5,69,0,pink
16357,5,0,5,0,5,91,0,pink
16358,31,0,28,19,40,300,0,pink
16359,10,0,17,5,21,323,0,pink
16360,11,0,17,5,26,392,0,pink
16361,5,0,20,5,21,466,0,pink
16362,116,5,110,59,167,1909,0,pink
16363,0,0,0,0,0,40,0,pink
16364,5,0,5,5,5,53,0,pink
16365,5,0,5,5,5,79,0,pink
16366,10,0,12,5,15,105,0,pink
16367,36,0,32,19,49,312,0,pink
16368,24,5,24,13,35,331,0,pink
16369,19,0,18,5,28,454,0,pink
16370,14,0,15,5,25,535,0,pink
16371,246,5,198,126,319,2024,0,pink
16372,5,5,5,5,5,35,0,pink
16373,5,0,5,5,5,62,0,pink
16374,5,0,5,5,10,64,0,pink
16375,28,0,18,15,31,118,0,pink
16376,66,0,38,31,73,340,0,pink
16377,44,0,48,29,63,380,0,pink
16378,47,0,53,27,73,505,0,pink
16379,47,0,32,18,61,520,0,pink
16380,347,5,271,201,417,2110,0,pink
16381,0,0,0,0,0,40,0,pink
16382,5,0,0,0,5,46,0,pink
16383,19,0,17,15,21,85,0,pink
16384,30,0,16,15,31,115,0,pink
16385,74,5,57,42,89,354,0,pink
16386,86,5,71,60,97,432,0,pink
16387,76,0,64,42,98,473,0,pink
16388,53,0,46,27,72,565,0,pink
16389,398,5,299,211,487,2254,0,pink
16390,5,0,0,0,5,44,0,pink
16391,5,0,5,5,5,48,0,pink
16392,18,0,5,5,19,86,0,pink
16393,38,0,23,22,39,125,0,pink
16394,90,0,67,49,108,375,0,pink
16395,106,0,90,68,128,459,0,pink
16396,76,5,57,37,97,505,0,pink
16397,61,0,51,25,87,612,0,pink
16398,365,0,288,213,440,2130,0,pink
16399,5,0,5,0,5,49,0,pink
16400,5,0,5,5,5,47,0,pink
16401,17,0,15,13,19,79,0,pink
16402,31,0,21,21,31,105,0,pink
16403,83,0,54,45,92,348,0,pink
16404,98,0,78,59,117,422,0,pink
16405,76,0,60,43,93,523,0,pink
16406,53,0,54,29,78,557,0,pink
16407,291,0,274,167,398,2199,0,pink
16408,5,0,5,5,5,44,0,pink
16409,5,0,5,0,5,47,0,pink
16410,16,0,12,12,16,65,0,pink
16411,24,0,17,5,32,113,0,pink
16412,83,0,68,49,102,341,0,pink
16413,57,0,54,32,79,419,0,pink
16414,60,0,64,41,83,559,0,pink
16415,46,0,57,23,80,611,0,pink
16416,407,5,272,194,490,2340,0,pink
16417,0,0,0,0,0,34,0,pink
16418,5,0,5,5,5,39,0,pink
16419,11,0,5,5,11,71,0,pink
16420,27,0,18,17,28,117,0,pink
16421,83,0,50,39,94,343,0,pink
16422,91,5,57,41,109,428,0,pink
16423,108,5,77,53,133,626,0,pink
16424,84,5,63,38,111,682,0,pink
16425,294,5,209,138,366,1929,0,pink
16426,0,0,5,0,5,33,0,pink
16427,5,0,5,5,5,48,0,pink
16428,10,0,5,5,10,51,0,pink
16429,12,0,5,5,17,88,0,pink
16430,52,0,32,22,62,263,0,pink
16431,68,5,43,35,76,376,0,pink
16432,83,0,63,43,103,505,0,pink
16433,65,5,55,29,92,565,0,pink
16434,98,5,143,54,192,1907,0,pink
16435,5,0,5,0,5,43,0,pink
16436,5,5,5,0,5,29,0,pink
16437,5,5,5,0,5,58,0,pink
16438,5,0,5,5,5,100,0,pink
16439,15,0,20,5,27,284,0,pink
16440,24,5,33,16,43,363,0,pink
16441,30,0,38,17,51,469,0,pink
16442,17,5,38,10,48,561,0,pink
16443,25,11,89,5,118,1785,0,pink
16444,5,5,5,0,5,38,0,pink
16445,0,0,5,0,5,49,0,pink
16446,0,0,5,0,5,72,0,pink
16447,5,0,5,0,5,100,0,pink
16448,5,5,11,0,15,224,0,pink
16449,5,5,16,5,20,323,0,pink
16450,10,5,26,5,36,462,0,pink
16451,5,5,26,5,33,517,0,pink
16452,24,5,88,5,105,1793,0,pink
16453,0,0,5,0,5,35,0,pink
16454,0,0,5,0,5,52,0,pink
16455,0,0,0,0,0,44,0,pink
16456,5,0,5,0,5,94,0,pink
16457,5,5,13,0,15,214,0,pink
16458,5,0,20,5,21,336,0,pink
16459,5,5,29,5,35,490,0,pink
16460,5,0,18,5,25,528,0,pink
16461,70,5,91,20,142,1869,0,pink
16462,0,0,5,0,5,44,0,pink
16463,5,0,5,5,5,39,0,pink
16464,5,0,5,0,5,55,0,pink
16465,5,0,5,5,5,88,0,pink
16466,5,0,5,5,13,247,0,pink
16467,12,0,18,5,28,344,0,pink
16468,24,5,26,5,43,496,0,pink
16469,22,0,30,5,46,556,0,pink
16470,91,5,94,27,159,1828,0,pink
16471,0,0,5,0,5,35,0,pink
16472,0,0,5,0,5,47,0,pink
16473,0,0,5,0,5,65,0,pink
16474,5,0,5,0,5,78,0,pink
16475,11,0,16,5,23,256,0,pink
16476,13,0,24,5,33,328,0,pink
16477,29,0,24,11,42,490,0,pink
16478,37,5,23,5,53,529,0,pink
16479,58,0,98,32,124,1768,0,pink
16480,5,0,5,0,5,39,0,pink
16481,0,0,0,0,0,50,0,pink
16482,5,0,5,0,5,67,0,pink
16483,5,0,5,5,5,94,0,pink
16484,5,0,13,0,15,227,0,pink
16485,16,0,26,10,32,363,0,pink
16486,15,0,29,13,31,440,0,pink
16487,17,0,21,5,32,488,0,pink
16488,47,5,91,23,116,1768,0,pink
16489,0,0,5,0,5,30,0,pink
16490,0,0,0,0,0,39,0,pink
16491,0,0,5,0,5,70,0,pink
16492,5,0,5,5,5,85,0,pink
16493,5,5,13,5,17,246,0,pink
16494,10,0,20,5,26,329,0,pink
16495,15,0,27,5,34,477,0,pink
16496,14,0,20,5,27,492,0,pink
16497,45,5,72,20,99,1809,0,pink
16498,0,0,0,0,0,37,0,pink
16499,0,0,5,0,5,51,0,pink
16500,0,0,0,0,0,47,0,pink
16501,0,5,5,0,5,81,0,pink
16502,5,0,12,5,16,242,0,pink
16503,5,0,5,5,11,316,0,pink
16504,17,5,27,11,34,501,0,pink
16505,17,0,19,5,32,534,0,pink
16506,79,11,96,27,159,1858,0,pink
16507,5,5,5,0,5,39,0,pink
16508,5,0,5,5,5,49,0,pink
16509,5,5,5,0,5,76,0,pink
16510,5,5,5,0,5,100,0,pink
16511,12,5,16,5,24,239,0,pink
16512,17,5,26,5,40,326,0,pink
16513,20,5,25,5,38,487,0,pink
16514,22,5,18,5,34,542,0,pink
16515,90,30,154,37,236,2111,0,pink
16516,0,0,5,0,5,49,0,pink
16517,5,0,5,5,5,43,0,pink
16518,0,0,5,0,5,66,0,pink
16519,5,5,5,5,10,99,0,pink
16520,5,10,17,5,29,282,0,pink
16521,21,5,39,5,56,419,0,pink
16522,26,5,39,10,61,543,0,pink
16523,31,5,48,13,74,610,0,pink
16524,46,28,137,18,191,2046,0,pink
16525,5,5,5,0,5,43,0,pink
16526,0,0,5,0,5,41,0,pink
16527,0,5,5,0,5,53,0,pink
16528,0,5,5,0,5,99,0,pink
16529,5,5,10,5,18,290,0,pink
16530,10,5,38,5,44,384,0,pink
16531,17,10,49,5,70,576,0,pink
16532,14,5,27,5,41,560,0,pink
16533,22,5,68,11,83,1662,0,pink
16534,5,5,0,0,5,45,0,pink
16535,0,0,5,0,5,36,0,pink
16536,0,0,5,0,5,58,0,pink
16537,5,0,5,5,5,100,0,pink
16538,5,0,12,0,14,205,0,pink
16539,5,0,18,5,19,328,0,pink
16540,5,5,15,5,20,429,0,pink
16541,5,5,16,5,20,461,0,pink
16542,40,5,108,18,132,1851,0,pink
16543,0,5,5,0,5,43,0,pink
16544,5,0,5,0,5,46,0,pink
16545,5,0,5,5,5,57,0,pink
16546,5,0,5,0,5,94,0,pink
16547,5,0,14,5,16,239,0,pink
16548,5,5,27,5,32,340,0,pink
16549,12,0,30,5,33,499,0,pink
16550,16,0,27,5,38,533,0,pink
16551,5,0,17,5,22,507,0,pink
16552,5,0,0,0,5,5,0,pink
16553,0,0,5,0,5,5,0,pink
16554,0,0,0,0,0,17,0,pink
16555,0,0,0,0,0,27,0,pink
16556,0,0,5,0,5,78,0,pink
16557,0,0,5,0,5,86,0,pink
16558,5,0,5,5,5,117,0,pink
16559,5,0,5,0,5,166,0,pink
16560,0,5,29,0,34,489,0,pink
16561,0,0,0,0,0,5,0,pink
16562,0,0,0,0,0,5,0,pink
16563,0,0,5,0,5,5,0,pink
16564,0,5,0,0,5,10,0,pink
16565,0,0,5,0,5,71,0,pink
16566,0,5,5,0,5,91,0,pink
16567,0,0,10,0,10,124,0,pink
16568,0,5,12,0,15,174,0,pink
16569,0,5,27,0,33,495,0,pink
16570,0,0,0,0,0,5,0,pink
16571,0,0,0,0,0,5,0,pink
16572,0,0,0,0,0,5,0,pink
16573,0,0,0,0,0,13,0,pink
16574,0,0,5,0,5,68,0,pink
16575,0,5,5,0,5,84,0,pink
16576,0,5,5,0,5,124,0,pink
16577,0,5,17,0,19,192,0,pink
16578,16,5,46,5,63,553,0,pink
16579,0,0,5,0,5,5,0,pink
16580,0,0,0,0,0,5,0,pink
16581,0,0,0,0,0,10,0,pink
16582,0,0,0,0,0,5,0,pink
16583,0,5,5,0,5,67,0,pink
16584,5,5,5,5,5,91,0,pink
16585,5,5,20,5,28,167,0,pink
16586,5,5,18,5,22,201,0,pink
16587,38,5,35,5,65,514,0,pink
16588,0,0,0,0,0,5,0,pink
16589,0,0,0,0,0,5,0,pink
16590,5,5,5,5,5,15,0,pink
16591,5,0,5,5,5,20,0,pink
16592,5,0,5,5,5,69,0,pink
16593,5,0,5,0,14,101,0,pink
16594,11,0,5,5,17,116,0,pink
16595,11,0,16,5,24,186,0,pink
16596,5,0,24,5,28,489,0,pink
16597,0,0,0,0,0,5,0,pink
16598,0,0,0,0,0,5,0,pink
16599,0,0,0,0,0,11,0,pink
16600,0,0,0,0,0,21,0,pink
16601,0,0,5,0,5,78,0,pink
16602,0,0,5,0,5,87,0,pink
16603,5,0,5,5,5,136,0,pink
16604,5,0,11,0,13,150,0,pink
16605,5,0,15,0,16,462,0,pink
16606,0,0,0,0,0,0,0,pink
16607,0,0,0,0,0,5,0,pink
16608,0,0,0,0,0,10,0,pink
16609,0,0,0,0,0,5,0,pink
16610,0,0,5,0,5,60,0,pink
16611,0,0,0,0,0,106,0,pink
16612,5,0,5,0,5,107,0,pink
16613,0,0,5,0,5,163,0,pink
16614,5,0,13,0,15,449,0,pink
16615,0,0,0,0,0,5,0,pink
16616,0,0,0,0,0,11,0,pink
16617,0,0,0,0,0,5,0,pink
16618,5,0,0,0,5,20,0,pink
16619,0,0,5,0,5,68,0,pink
16620,0,0,5,0,5,99,0,pink
16621,0,0,5,0,5,89,0,pink
16622,5,0,5,0,5,151,0,pink
16623,0,0,13,0,13,476,0,pink
16624,0,0,0,0,0,5,0,pink
16625,0,0,0,0,0,5,0,pink
16626,0,0,0,0,0,13,0,pink
16627,0,0,0,0,0,17,0,pink
16628,0,0,5,0,5,69,0,pink
16629,0,0,5,0,5,74,0,pink
16630,0,0,5,0,5,118,0,pink
16631,0,0,5,0,5,172,0,pink
16632,0,0,15,0,15,476,0,pink
16633,0,0,0,0,0,5,0,pink
16634,0,0,0,0,0,5,0,pink
16635,0,0,0,0,0,11,0,pink
16636,0,0,5,0,5,17,0,pink
16637,0,0,5,0,5,67,0,pink
16638,0,0,5,0,5,80,0,pink
16639,0,0,5,0,5,113,0,pink
16640,0,0,5,0,5,177,0,pink
16641,0,0,20,0,20,509,0,pink
16642,0,0,0,0,0,5,0,pink
16643,0,0,0,0,0,5,0,pink
16644,0,0,0,0,0,12,0,pink
16645,0,0,0,0,0,13,0,pink
16646,0,0,5,0,5,77,0,pink
16647,0,0,5,0,5,82,0,pink
16648,0,0,5,0,5,131,0,pink
16649,0,0,5,0,5,186,0,pink
16650,16,0,19,5,33,498,0,pink
16651,0,0,0,0,0,5,0,pink
16652,0,0,0,0,0,5,0,pink
16653,0,0,5,0,5,5,0,pink
16654,0,0,0,0,0,13,0,pink
16655,0,0,5,0,5,62,0,pink
16656,0,0,5,0,5,97,0,pink
16657,5,0,5,5,12,132,0,pink
16658,5,0,5,5,12,173,0,pink
16659,67,0,43,17,93,573,0,pink
16660,0,0,0,0,0,0,0,pink
16661,0,0,0,0,0,5,0,pink
16662,5,0,0,0,5,15,0,pink
16663,0,0,0,0,0,19,0,pink
16664,5,0,5,0,5,67,0,pink
16665,12,0,5,5,18,114,0,pink
16666,14,0,14,5,23,137,0,pink
16667,38,0,20,11,47,218,0,pink
16668,28,0,35,12,51,538,0,pink
16669,0,0,0,0,0,5,0,pink
16670,0,0,0,0,0,11,0,pink
16671,0,0,0,0,0,11,0,pink
16672,0,0,5,0,5,20,0,pink
16673,5,0,5,5,5,62,0,pink
16674,5,0,5,5,5,106,0,pink
16675,5,0,11,5,15,142,0,pink
16676,19,0,12,5,24,184,0,pink
16677,26,0,27,5,45,563,0,pink
16678,0,0,0,0,0,0,0,pink
16679,0,0,0,0,0,5,0,pink
16680,0,0,0,0,0,11,0,pink
16681,0,0,0,0,0,16,0,pink
16682,5,0,5,0,5,71,0,pink
16683,5,0,5,0,5,108,0,pink
16684,5,0,5,5,13,150,0,pink
16685,11,0,13,5,21,202,0,pink
16686,22,5,24,5,40,473,0,pink
16687,0,0,0,0,0,5,0,pink
16688,0,0,0,0,0,5,0,pink
16689,0,0,5,0,5,10,0,pink
16690,5,0,5,5,5,23,0,pink
16691,5,0,5,5,5,65,0,pink
16692,5,5,5,5,5,88,0,pink
16693,5,0,5,5,5,114,0,pink
16694,5,0,5,5,12,168,0,pink
16695,15,0,14,5,23,479,0,pink
16696,0,0,0,0,0,5,0,pink
16697,0,0,0,0,0,5,0,pink
16698,0,0,0,0,0,10,0,pink
16699,0,0,5,0,5,15,0,pink
16700,5,0,5,5,5,63,0,pink
16701,5,0,5,5,5,84,0,pink
16702,5,0,0,0,5,129,0,pink
16703,5,0,5,5,12,169,0,pink
16704,5,0,18,5,21,499,0,pink
16705,0,0,0,0,0,5,0,pink
16706,0,0,0,0,0,5,0,pink
16707,0,0,0,0,0,13,0,pink
16708,0,0,0,0,0,16,0,pink
16709,0,0,5,0,5,70,0,pink
16710,5,0,5,5,5,97,0,pink
16711,0,0,5,0,5,127,0,pink
16712,5,0,5,0,5,168,0,pink
16713,5,0,12,0,15,433,0,pink
16714,0,0,0,0,0,5,0,pink
16715,0,0,0,0,0,5,0,pink
16716,0,0,0,0,0,5,0,pink
16717,0,0,0,0,0,5,0,pink
16718,0,0,5,0,5,68,0,pink
16719,5,0,5,0,5,89,0,pink
16720,5,0,5,0,5,107,0,pink
16721,5,0,5,0,5,140,0,pink
16722,5,0,19,5,19,493,0,pink
16723,0,0,0,0,0,5,0,pink
16724,0,0,0,0,0,5,0,pink
16725,0,0,0,0,0,12,0,pink
16726,0,0,0,0,0,24,0,pink
16727,0,0,5,0,5,56,0,pink
16728,5,0,5,5,5,94,0,pink
16729,0,0,5,0,5,128,0,pink
16730,0,0,5,0,5,172,0,pink
16731,17,0,34,5,44,521,0,pink
16732,0,0,0,0,0,5,0,pink
16733,5,0,5,5,5,5,0,pink
16734,5,0,5,5,5,15,0,pink
16735,5,0,5,0,5,14,0,pink
16736,5,0,5,5,5,75,0,pink
16737,5,0,5,5,5,112,0,pink
16738,5,0,10,5,13,113,0,pink
16739,5,0,11,0,14,182,0,pink
16740,46,0,42,20,68,613,0,pink
16741,0,0,0,0,0,5,0,pink
16742,0,0,0,0,0,12,0,pink
16743,5,0,5,5,5,16,0,pink
16744,0,0,5,0,5,19,0,pink
16745,5,0,5,5,12,91,0,pink
16746,5,0,5,5,5,105,0,pink
16747,11,0,5,5,15,143,0,pink
16748,22,0,17,5,32,226,0,pink
16749,41,0,50,14,77,587,0,pink
16750,0,0,0,0,0,5,0,pink
16751,0,0,0,0,0,11,0,pink
16752,0,0,0,0,0,5,0,pink
16753,5,0,5,0,5,17,0,pink
16754,5,0,10,5,12,83,0,pink
16755,5,0,5,5,10,102,0,pink
16756,12,0,18,5,25,167,0,pink
16757,16,0,14,5,27,198,0,pink
16758,38,0,39,18,59,586,0,pink
16759,0,0,0,0,0,5,0,pink
16760,0,0,5,0,5,16,0,pink
16761,0,0,5,0,5,15,0,pink
16762,0,0,0,0,0,22,0,pink
16763,5,0,5,5,5,83,0,pink
16764,10,0,12,5,14,118,0,pink
16765,5,0,12,5,16,144,0,pink
16766,13,0,5,5,17,186,0,pink
16767,67,0,76,37,106,602,0,pink
16768,0,0,0,0,0,5,0,pink
16769,0,0,0,0,0,5,0,pink
16770,5,0,0,0,5,5,0,pink
16771,5,0,5,5,5,18,0,pink
16772,16,0,15,5,22,95,0,pink
16773,19,0,20,11,28,114,0,pink
16774,16,0,19,5,27,155,0,pink
16775,12,0,19,5,25,202,0,pink
16776,71,0,60,26,105,632,0,pink
16777,0,0,0,0,0,5,0,pink
16778,0,0,0,0,0,5,0,pink
16779,0,0,0,0,0,16,0,pink
16780,5,0,0,0,5,20,0,pink
16781,11,0,10,5,15,82,0,pink
16782,11,0,13,5,20,126,0,pink
16783,19,0,15,5,28,148,0,pink
16784,29,0,22,10,41,233,0,pink
16785,60,0,39,19,80,542,0,pink
16786,0,0,0,0,0,5,0,pink
16787,0,0,0,0,0,5,0,pink
16788,5,0,0,0,5,11,0,pink
16789,5,0,0,0,5,18,0,pink
16790,5,0,5,5,5,71,0,pink
16791,12,0,5,5,15,101,0,pink
16792,20,0,12,5,26,149,0,pink
16793,21,0,16,5,32,181,0,pink
16794,24,5,31,5,50,538,0,pink
16795,0,0,0,0,0,5,0,pink
16796,0,0,0,0,0,5,0,pink
16797,0,0,0,0,0,5,0,pink
16798,0,0,0,0,0,14,0,pink
16799,5,0,5,0,5,87,0,pink
16800,5,0,5,5,5,101,0,pink
16801,11,5,14,5,23,140,0,pink
16802,5,0,5,5,14,178,0,pink
16803,21,5,28,5,45,478,0,pink
16804,0,0,0,0,0,5,0,pink
16805,0,0,0,0,0,5,0,pink
16806,0,0,0,0,0,5,0,pink
16807,0,0,0,0,0,14,0,pink
16808,5,0,5,5,5,69,0,pink
16809,5,0,5,5,10,99,0,pink
16810,5,0,5,5,11,130,0,pink
16811,10,5,5,5,18,150,0,pink
16812,37,5,30,5,63,524,0,pink
16813,0,0,0,0,0,5,0,pink
16814,0,0,0,0,0,5,0,pink
16815,0,0,0,0,0,15,0,pink
16816,0,0,5,0,5,10,0,pink
16817,5,0,5,0,5,80,0,pink
16818,5,0,5,5,5,108,0,pink
16819,11,0,5,5,18,136,0,pink
16820,20,5,10,5,30,166,0,pink
16821,17,0,23,5,32,534,0,pink
16822,0,0,0,0,0,5,0,pink
16823,0,0,0,0,0,5,0,pink
16824,0,0,0,0,0,14,0,pink
16825,0,0,0,0,0,19,0,pink
16826,0,0,0,0,0,78,0,pink
16827,5,0,5,5,5,107,0,pink
16828,5,0,5,5,11,129,0,pink
16829,10,0,5,5,13,177,0,pink
16830,18,0,30,5,45,533,0,pink
16831,0,0,0,0,0,5,0,pink
16832,0,0,0,0,0,14,0,pink
16833,0,0,0,0,0,15,0,pink
16834,0,0,0,0,0,13,0,pink
16835,5,0,5,5,5,87,0,pink
16836,5,0,5,0,5,90,0,pink
16837,5,0,5,5,13,137,0,pink
16838,5,0,12,0,19,173,0,pink
16839,26,0,29,10,45,490,0,pink
16840,5,0,5,5,5,5,0,pink
16841,0,0,5,0,5,5,0,pink
16842,5,0,5,5,5,17,0,pink
16843,5,0,0,0,5,21,0,pink
16844,5,0,5,5,5,74,0,pink
16845,5,0,5,5,5,91,0,pink
16846,5,0,5,5,13,114,0,pink
16847,5,0,5,5,13,159,0,pink
16848,20,0,29,10,39,479,0,pink
16849,0,0,0,0,0,5,0,pink
16850,0,0,0,0,0,5,0,pink
16851,0,0,0,0,0,5,0,pink
16852,0,0,0,0,0,12,0,pink
16853,5,0,5,0,5,59,0,pink
16854,0,0,5,0,5,93,0,pink
16855,5,0,5,5,5,126,0,pink
16856,15,0,15,5,23,172,0,pink
16857,35,0,38,11,62,535,0,pink
16858,0,0,0,0,0,5,0,pink
16859,0,0,0,0,0,5,0,pink
16860,0,0,5,0,5,14,0,pink
16861,5,0,5,5,5,16,0,pink
16862,0,0,5,0,5,69,0,pink
16863,5,0,11,5,12,96,0,pink
16864,15,0,10,5,21,160,0,pink
16865,17,0,12,5,24,172,0,pink
16866,32,0,27,5,53,555,0,pink
16867,0,0,0,0,0,5,0,pink
16868,0,0,0,0,0,5,0,pink
16869,0,0,0,0,0,5,0,pink
16870,0,0,0,0,0,12,0,pink
16871,0,0,5,0,5,66,0,pink
16872,5,0,5,0,5,114,0,pink
16873,12,0,5,5,18,148,0,pink
16874,19,0,11,5,25,200,0,pink
16875,20,18,38,5,72,574,0,pink
16876,0,0,0,0,0,5,0,pink
16877,0,0,0,0,0,5,0,pink
16878,0,0,0,0,0,5,0,pink
16879,0,5,5,0,5,19,0,pink
16880,5,5,5,0,5,74,0,pink
16881,0,5,5,0,5,110,0,pink
16882,5,5,14,5,28,151,0,pink
16883,10,5,17,5,31,201,0,pink
16884,23,13,44,5,71,577,0,pink
16885,0,0,0,0,0,5,0,pink
16886,5,0,0,0,5,5,0,pink
16887,0,0,0,0,0,10,0,pink
16888,0,0,5,0,5,13,0,pink
16889,5,5,5,5,5,77,0,pink
16890,5,0,5,5,5,95,0,pink
16891,5,5,15,5,24,154,0,pink
16892,10,5,15,5,28,217,0,pink
16893,25,5,35,5,53,491,0,pink
16894,0,0,0,0,0,5,0,pink
16895,0,0,5,0,5,5,0,pink
16896,5,0,5,0,5,13,0,pink
16897,0,0,5,0,5,5,0,pink
16898,5,0,5,5,5,66,0,pink
16899,5,0,5,5,5,87,0,pink
16900,10,0,11,5,18,117,0,pink
16901,5,5,5,5,14,187,0,pink
