deaths_c19,deaths_flu,deaths_pna,deaths_c19_and_pna,deaths_c19_pna_or_flu,deaths_total
5,0,0,0,5,20
5,0,5,,5,39
5,0,5,,5,45
5,0,5,,5,29
5,0,0,0,5,15
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,0
19,0,18,12,25,790
0,0,0,0,0,5
0,0,5,0,5,13
0,0,0,0,0,31
0,0,0,0,0,30
5,0,5,,5,156
5,0,5,,5,177
5,0,5,,5,197
5,0,5,,5,179
5,0,14,,20,194
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,5
0,0,5,0,5,5
0,0,5,0,5,29
5,0,5,0,5,49
5,0,5,,5,58
5,0,5,,5,51
17,0,11,0,28,282
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,5,0,5,24
0,0,0,0,0,43
5,0,5,0,5,83
13,0,5,0,19,131
0,0,0,0,0,127
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,17
0,0,0,0,0,23
0,0,0,0,0,29
0,0,0,0,0,15
0,0,0,0,0,14
0,0,0,0,0,21
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
684,0,547,387,844,2838
0,0,5,0,5,21
5,0,5,,5,38
10,0,5,,13,80
46,0,38,29,55,158
180,0,142,109,213,605
176,0,150,106,220,659
163,0,132,97,198,646
103,0,76,41,138,631
521,0,450,338,633,1078
0,0,5,0,5,12
5,0,5,,5,11
10,0,5,,13,25
35,0,29,23,41,63
148,0,128,101,175,274
149,0,120,94,175,283
122,0,108,82,148,258
52,0,56,33,75,152
20,0,26,13,33,204
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,10
5,0,5,,5,28
5,0,5,,10,58
5,0,10,,11,49
5,0,5,,5,32
5,0,5,0,5,16
5,0,0,0,5,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
5,0,0,0,5,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,0
55,0,22,13,64,838
0,0,0,0,0,5
5,0,0,0,5,12
0,0,0,0,0,21
5,0,5,,5,51
14,0,5,,16,168
12,0,5,,15,202
10,0,5,,10,184
12,0,5,,16,198
24,0,22,,38,214
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
5,0,5,,5,41
5,0,5,,5,42
12,0,5,,16,60
5,0,5,,13,64
58,0,24,13,69,364
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
5,0,5,,5,29
10,0,5,,14,64
16,0,10,,21,93
27,0,5,,29,178
5,0,5,,5,137
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,21
0,0,0,0,0,12
5,0,0,0,5,34
0,0,5,0,5,18
5,0,5,,5,18
5,0,5,,5,23
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
653,0,518,375,796,2739
0,0,0,0,0,17
5,0,5,,5,47
17,0,12,10,19,83
57,0,33,30,60,171
176,0,130,107,199,572
170,0,156,107,219,628
146,0,121,82,185,661
81,0,62,36,107,560
497,0,437,328,606,1084
0,0,0,0,0,5
5,0,5,,5,14
15,0,10,,16,27
49,0,30,28,51,74
145,0,118,98,165,257
140,0,140,99,181,312
103,0,97,68,132,258
40,0,39,24,55,133
18,0,13,,23,178
0,0,0,0,0,5
0,0,0,0,0,5
5,0,5,,5,5
5,0,0,0,5,18
5,0,5,,5,49
5,0,5,,5,35
5,0,5,,10,43
5,0,5,,5,16
5,0,0,0,5,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
5,0,0,0,5,5
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,0
52,0,32,20,64,804
0,0,0,0,0,5
5,0,5,,5,16
5,0,5,0,5,31
5,0,5,,5,57
15,0,5,,16,168
11,0,5,,11,172
10,0,5,,13,178
5,0,12,,15,180
25,0,20,10,35,206
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
5,0,0,0,5,5
5,0,5,,5,37
5,0,5,,11,48
5,0,5,,5,66
5,0,5,,5,49
55,0,16,,62,335
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
5,0,5,,5,30
5,0,5,,10,41
18,0,5,,20,96
25,0,5,,27,164
5,0,0,0,5,129
0,0,0,0,0,5
0,0,0,0,0,12
0,0,0,0,0,17
0,0,0,0,0,13
0,0,0,0,0,29
5,0,0,0,5,20
5,0,0,0,5,19
5,0,0,0,5,18
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
452,0,407,257,602,2575
0,0,0,0,0,17
5,0,5,0,5,33
11,0,5,,12,79
22,0,23,17,28,130
99,0,83,62,120,477
153,0,131,85,199,652
101,0,103,62,142,632
64,0,61,27,98,555
346,0,334,226,454,939
0,0,0,0,0,5
5,0,0,0,5,5
5,0,5,,5,17
20,0,22,16,26,52
84,0,71,57,98,190
125,0,117,79,163,287
75,0,83,50,108,242
34,0,38,21,51,140
5,0,5,,13,183
0,0,0,0,0,5
0,0,0,0,0,5
5,0,5,0,5,16
5,0,5,,5,14
5,0,0,0,5,37
5,0,5,,5,57
5,0,0,0,5,27
0,0,5,0,5,23
5,0,0,0,5,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,0
5,0,0,0,5,5
41,0,27,12,56,806
0,0,0,0,0,5
0,0,5,0,5,13
5,0,5,,5,32
5,0,0,0,5,43
5,0,5,,14,174
14,0,5,,15,194
5,0,5,,12,179
5,0,5,0,10,167
21,0,16,,31,204
0,0,0,0,0,0
5,0,0,0,5,5
0,0,0,0,0,5
0,0,0,0,0,0
5,0,5,,5,28
5,0,5,0,5,56
5,0,5,,5,60
10,0,5,,13,57
31,0,23,10,44,326
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
5,0,5,,5,18
5,0,5,,5,46
10,0,5,,14,107
12,0,10,,18,154
5,0,5,,5,115
0,0,0,0,0,0
0,0,0,0,0,12
0,0,0,0,0,12
0,0,0,0,0,20
0,0,0,0,0,30
0,0,0,0,0,11
5,0,5,,5,17
5,0,0,0,5,13
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
437,0,403,264,576,2762
0,0,0,0,0,11
5,0,5,,5,33
5,0,5,,5,86
27,0,15,13,29,114
117,0,103,77,143,504
113,0,112,74,151,650
111,0,105,66,150,704
61,0,64,31,94,660
341,0,329,232,438,963
0,0,0,0,0,5
5,0,5,,5,5
5,0,5,,5,23
22,0,12,11,23,40
100,0,91,72,119,216
92,0,95,67,120,266
87,0,89,60,116,264
33,0,39,20,52,141
16,0,14,,24,210
0,0,0,0,0,5
0,0,0,0,0,5
5,0,5,,5,14
5,0,5,,5,20
5,0,5,,11,63
5,0,5,0,5,49
0,0,5,0,5,39
5,0,5,,5,19
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
31,0,22,,44,857
0,0,0,0,0,5
0,0,0,0,0,15
0,0,0,0,0,20
5,0,0,0,5,37
5,0,5,,5,149
5,0,10,,13,215
10,0,5,,12,221
5,0,5,,5,199
18,0,16,,27,231
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
5,0,5,,5,31
5,0,5,,5,52
5,0,5,,5,57
5,0,5,,12,84
23,0,17,,34,372
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
0,0,5,0,5,19
5,0,5,,5,43
5,0,5,,5,109
12,0,5,,17,195
5,0,5,,5,122
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,20
5,0,5,,5,13
0,0,0,0,0,25
5,0,5,,5,23
5,0,5,,5,12
5,0,5,,5,20
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
628,5,564,373,823,2861
5,0,0,0,5,13
5,0,5,,5,40
5,5,5,,15,70
27,0,25,19,33,133
125,5,98,69,156,548
174,5,170,109,236,700
169,5,148,97,220,747
119,0,110,72,157,610
455,5,422,300,580,1059
0,0,0,0,0,5
5,0,5,,5,5
5,5,5,,5,18
19,0,22,16,25,49
105,5,82,59,129,238
144,5,134,96,183,313
112,5,105,76,141,261
67,0,69,47,89,163
31,5,28,,51,228
5,0,0,0,5,5
0,0,0,0,0,5
5,0,5,0,5,5
5,0,5,,5,19
5,0,5,,5,54
5,0,14,,19,63
5,5,5,,12,50
5,0,5,0,5,24
0,5,0,0,5,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,5,0,0,5,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
63,0,44,27,80,918
0,0,0,0,0,5
5,0,5,,5,12
5,0,0,0,5,28
5,0,5,,5,45
12,0,5,,14,184
14,0,11,,19,207
19,0,14,,25,248
15,0,11,,19,193
34,0,27,15,46,205
0,0,0,0,0,0
0,0,0,0,0,5
5,0,0,0,5,5
0,0,0,0,0,5
5,0,5,,5,21
5,0,5,,11,56
15,0,11,,20,65
12,0,5,,13,56
39,0,37,18,58,332
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
5,0,5,,5,27
5,0,5,,5,41
14,0,12,,21,108
20,0,20,10,30,155
5,0,5,,5,115
0,0,0,0,0,5
0,0,0,0,0,12
0,0,5,0,5,13
0,0,0,0,0,15
5,0,5,,5,20
0,0,0,0,0,20
5,0,0,0,5,15
5,0,5,,5,19
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
531,0,450,303,678,2509
0,0,0,0,0,5
5,0,5,,5,27
5,0,5,,5,77
16,0,17,,27,115
102,0,95,69,128,456
135,0,107,78,164,598
152,0,125,84,193,683
116,0,102,63,155,544
346,0,344,239,451,844
0,0,0,0,0,5
5,0,5,,5,5
5,0,5,,5,16
12,0,13,,20,43
80,0,82,62,100,183
101,0,91,70,122,231
92,0,97,63,126,228
52,0,58,36,74,131
13,0,13,,24,197
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,17
5,0,5,0,5,26
5,0,5,0,5,43
5,0,5,0,5,50
5,0,5,,5,35
0,0,5,0,5,20
0,0,5,0,5,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,0
0,0,5,0,5,5
58,0,32,24,66,807
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,25
5,0,5,,5,36
5,0,5,,11,158
14,0,5,,15,199
15,0,5,,17,220
18,0,13,10,21,158
46,0,31,24,53,204
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
5,0,5,,5,26
5,0,5,,10,45
22,0,10,10,22,73
10,0,12,,15,58
62,0,26,13,75,348
0,0,0,0,0,0
0,0,0,0,0,0
0,0,5,0,5,5
0,0,5,0,5,5
5,0,5,0,5,21
5,0,5,,5,52
19,0,5,,22,111
33,0,14,,38,162
5,0,5,,5,106
0,0,0,0,0,0
0,0,0,0,0,5
5,0,0,0,5,18
0,0,0,0,0,5
5,0,0,0,5,24
0,0,5,0,5,20
0,0,0,0,0,16
5,0,5,,5,14
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
231,10,255,96,399,2374
0,5,5,0,5,13
0,0,0,0,0,41
5,0,5,,5,72
5,0,5,,5,94
34,5,44,15,66,426
57,5,55,25,88,528
76,5,89,30,139,642
56,0,57,22,91,558
125,5,190,76,243,728
0,0,0,0,0,5
0,0,0,0,0,5
5,0,5,,5,13
5,0,5,,5,26
24,5,39,14,51,154
38,0,46,23,61,173
37,5,62,23,78,205
20,0,35,12,43,143
5,5,5,0,16,192
0,5,5,0,5,5
0,0,0,0,0,5
5,0,0,0,5,21
0,0,0,0,0,17
5,0,5,0,5,42
5,5,5,0,5,47
0,0,5,0,5,34
5,0,0,0,5,17
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,0
34,5,17,,47,800
0,0,0,0,0,0
0,0,0,0,0,13
0,0,5,0,5,23
0,0,0,0,0,37
5,5,5,0,5,156
5,0,5,,5,183
13,0,5,,20,206
10,0,5,,12,182
30,5,15,,40,228
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
5,0,5,,5,31
5,5,5,,5,57
10,5,5,,16,77
10,0,5,,12,60
30,5,23,,47,307
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
5,0,5,0,5,20
5,0,5,0,5,45
13,5,5,,17,99
13,0,13,,21,142
5,0,5,,5,114
0,0,0,0,0,0
0,0,0,0,0,12
5,0,0,0,5,14
0,0,0,0,0,12
0,0,0,0,0,21
0,0,0,0,0,20
5,0,5,,5,21
5,0,5,,5,14
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
76,5,215,30,267,2098
0,0,5,0,5,17
0,0,5,0,5,29
5,0,5,0,5,57
0,5,5,0,5,109
15,0,36,,44,369
16,5,54,,66,476
25,5,67,,84,523
19,5,47,,60,518
35,5,149,23,164,585
0,0,5,0,5,12
0,0,0,0,0,5
5,0,5,0,5,10
0,0,5,0,5,25
5,0,30,,31,121
10,5,41,,45,153
11,5,50,,55,163
5,0,21,,25,97
5,5,5,0,11,167
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,5,0,5,17
0,0,0,0,0,41
0,5,5,0,5,43
5,0,5,0,5,34
0,0,0,0,0,16
0,0,5,0,5,11
0,0,0,0,0,0
0,0,5,0,5,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
23,5,16,,36,720
0,0,0,0,0,5
0,0,0,0,0,12
0,0,0,0,0,24
0,5,5,0,5,44
5,0,5,,5,139
5,0,5,0,5,159
12,0,5,,14,171
5,0,5,,11,170
5,5,20,,27,201
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
5,0,5,,5,24
5,5,5,0,5,58
5,0,5,0,5,48
5,5,5,,11,67
5,0,19,,25,310
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
5,0,5,0,5,20
5,0,5,0,5,46
0,0,5,0,5,91
5,0,10,,12,149
5,0,5,0,5,104
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,13
0,0,0,0,0,17
5,0,5,0,5,22
0,0,0,0,0,12
0,0,0,0,0,14
0,0,5,0,5,18
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
92,5,163,27,235,2060
0,0,5,0,5,24
0,0,0,0,0,35
5,0,5,,5,68
5,0,5,,5,89
5,0,29,,30,355
23,5,46,,65,452
27,5,42,,64,549
36,5,42,,72,488
25,5,109,15,123,585
0,0,5,0,5,12
0,0,0,0,0,5
0,0,0,0,0,13
5,0,5,,5,26
5,0,21,,21,114
5,5,33,,39,153
5,5,31,,36,169
5,5,21,,24,95
5,0,5,0,5,147
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,12
0,0,0,0,0,12
0,0,5,0,5,41
0,0,5,0,5,28
5,0,5,0,5,25
0,0,0,0,0,13
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,0
17,0,11,,24,701
0,0,0,0,0,5
0,0,0,0,0,12
5,0,5,,5,30
0,0,0,0,0,31
5,0,5,0,5,138
5,0,5,,5,158
5,0,5,,5,171
5,0,5,0,5,159
17,5,14,,30,193
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,21
5,5,5,0,11,43
5,0,5,,5,66
5,5,5,,12,58
29,5,21,,47,319
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,5,0,5,20
5,0,5,0,5,48
5,0,5,,10,101
19,5,12,,30,150
5,0,5,,5,109
0,0,0,0,0,5
0,0,0,0,0,11
0,0,0,0,0,12
0,0,0,0,0,15
0,0,0,0,0,20
0,0,0,0,0,19
5,0,0,0,5,16
5,0,5,,5,13
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
89,5,204,39,256,2056
0,0,0,0,0,17
0,0,0,0,0,33
5,0,5,,5,61
5,0,5,0,10,97
10,0,31,,37,383
18,5,56,,68,450
29,5,61,16,75,538
30,0,45,11,64,477
41,5,151,26,168,567
0,0,0,0,0,11
0,0,0,0,0,5
0,0,0,0,0,5
0,0,5,0,5,25
5,0,28,,30,119
5,5,45,,47,140
18,5,44,12,51,173
11,0,27,,33,87
5,0,5,0,5,174
0,0,0,0,0,5
0,0,0,0,0,5
0,0,5,0,5,13
5,0,0,0,5,14
0,0,0,0,0,37
5,0,5,0,5,37
0,0,5,0,5,39
5,0,5,0,5,23
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,0
13,0,12,,22,692
0,0,0,0,0,5
0,0,0,0,0,5
5,0,5,,5,26
0,0,0,0,0,33
5,0,0,0,5,151
5,0,5,0,5,165
5,0,5,0,5,170
5,0,5,,5,138
13,0,15,,23,206
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
5,0,5,,5,32
5,0,5,,5,48
5,0,5,,5,59
5,0,5,,5,61
16,0,17,,29,292
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,5,0,5,17
5,0,0,0,5,41
5,0,5,,5,82
10,0,10,,17,151
5,0,5,,5,120
0,0,0,0,0,5
0,0,0,0,0,11
0,0,0,0,0,14
0,0,5,0,5,20
0,0,0,0,0,25
5,0,0,0,5,18
5,0,5,,5,13
0,0,0,0,0,17
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
113,5,213,54,274,2122
0,0,0,0,0,21
0,0,0,0,0,28
5,0,5,0,5,70
5,0,5,0,5,96
11,0,40,,45,405
21,0,53,12,62,466
37,5,58,15,81,551
42,5,57,21,79,485
50,5,152,31,172,585
0,0,0,0,0,5
0,0,0,0,0,5
0,0,5,0,5,16
5,0,5,0,5,22
5,0,31,,34,131
5,0,42,,42,146
17,0,41,,49,161
19,5,33,12,41,96
5,0,5,,12,176
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,15
5,0,5,,5,46
5,0,5,0,5,43
5,0,5,0,5,32
5,0,5,0,5,25
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
24,5,11,,29,734
0,0,0,0,0,5
0,0,0,0,0,5
5,0,0,0,5,26
0,0,0,0,0,37
5,0,5,,5,156
5,0,5,,5,174
5,5,5,,5,179
5,0,5,,5,148
16,0,17,,24,210
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
5,0,5,,5,32
5,0,5,,5,47
5,0,5,,5,69
5,0,5,,10,54
13,0,22,,31,294
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
5,0,5,,5,16
5,0,5,0,5,35
5,0,5,,13,92
5,0,10,,14,150
5,0,5,,5,122
0,0,0,0,0,0
0,0,0,0,0,10
0,0,0,0,0,22
0,0,0,0,0,16
0,0,5,0,5,24
5,0,5,,5,21
5,0,0,0,5,18
5,0,5,,5,11
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
149,0,216,69,296,2103
5,0,5,,5,20
0,0,5,0,5,38
5,0,5,0,5,67
5,0,5,0,5,98
20,0,29,,41,359
25,0,50,15,60,495
42,0,72,24,90,541
55,0,55,20,90,485
73,0,155,46,182,603
5,0,5,,5,5
0,0,5,0,5,5
0,0,5,0,5,5
5,0,5,0,5,27
11,0,22,,29,118
17,0,43,14,46,164
20,0,49,16,53,160
22,0,33,11,44,110
13,0,10,,18,177
5,0,5,,5,5
0,0,0,0,0,5
5,0,0,0,5,11
5,0,0,0,5,15
5,0,5,,5,40
5,0,0,0,5,42
5,0,5,,5,33
5,0,5,,5,21
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,0
19,0,12,,29,696
0,0,0,0,0,5
0,0,0,0,0,12
0,0,0,0,0,25
0,0,0,0,0,39
5,0,0,0,5,121
5,0,5,0,5,192
5,0,5,,10,166
5,0,5,,5,137
25,0,23,12,36,228
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
5,0,5,,5,33
5,0,5,,5,50
5,0,10,,14,77
11,0,5,,14,60
16,0,13,,27,289
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
5,0,5,,5,23
5,0,0,0,5,33
5,0,5,0,5,89
10,0,5,,17,142
5,0,5,,5,109
0,0,0,0,0,5
0,0,0,0,0,10
0,0,0,0,0,19
0,0,0,0,0,10
0,0,0,0,0,24
0,0,5,0,5,13
0,0,0,0,0,16
5,0,5,,5,15
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
134,5,205,57,283,1987
0,0,0,0,0,14
0,0,5,0,5,30
0,0,5,0,5,62
5,0,10,,16,115
14,5,35,,44,351
26,0,51,15,62,429
40,5,60,17,84,525
45,0,46,17,74,461
61,0,153,39,175,580
0,0,0,0,0,5
0,0,0,0,0,5
0,0,5,0,5,13
5,0,5,,5,32
5,0,32,,33,108
16,0,39,12,43,146
22,0,43,12,53,171
14,0,30,,35,98
5,0,5,,13,163
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,12
5,0,5,0,5,22
0,0,0,0,0,39
5,0,5,0,5,30
5,0,5,,5,28
5,0,5,,5,19
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,0
15,0,19,,28,650
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,21
5,0,5,0,5,43
5,0,5,,5,134
5,0,5,0,5,151
5,0,5,,5,160
5,0,5,,5,133
19,5,10,,24,204
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
5,0,0,0,5,5
5,5,0,0,5,40
5,0,5,,5,41
5,5,5,,5,65
5,0,5,,5,53
28,0,14,,38,290
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
5,0,5,,5,14
5,0,5,,5,49
5,0,5,0,11,83
18,0,5,,21,144
5,0,5,0,5,97
0,0,0,0,0,5
0,0,5,0,5,10
0,0,0,0,0,14
5,0,0,0,5,15
0,0,0,0,0,15
0,0,0,0,0,11
5,0,0,0,5,17
5,0,0,0,5,14
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
109,5,184,41,255,2095
0,0,0,0,0,10
0,0,5,0,5,32
0,0,5,0,5,69
5,0,5,,10,113
15,5,36,,46,374
21,5,49,,62,487
35,5,44,13,67,544
35,0,43,11,67,466
38,5,143,27,156,571
0,0,0,0,0,5
0,0,5,0,5,5
0,0,5,0,5,15
5,0,5,,5,27
5,5,30,,34,116
5,0,40,,44,166
12,5,33,,37,145
5,0,29,,30,88
0,5,5,0,5,162
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,11
0,0,5,0,5,19
0,0,0,0,0,43
0,5,0,0,5,33
0,0,0,0,0,34
0,0,5,0,5,13
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,0
0,0,0,0,0,0
19,0,15,,30,696
0,0,0,0,0,5
0,0,0,0,0,5
0,0,0,0,0,26
5,0,0,0,5,39
5,0,5,,5,134
5,0,5,,5,172
5,0,5,,10,167
5,0,5,,5,148
20,0,12,,26,235
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,5
5,0,5,0,5,37
5,0,5,,5,63
5,0,5,,5,71
5,0,5,,5,57
29,0,10,,35,300
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
5,0,5,0,5,16
5,0,5,,5,37
5,0,5,,5,97
18,0,5,,21,150
5,0,5,0,5,125
0,0,0,0,0,0
0,0,0,0,0,5
0,0,0,0,0,17
0,0,0,0,0,21
0,0,0,0,0,25
0,0,0,0,0,13
5,0,0,0,5,30
5,0,5,0,5,10
0,0,0,0,0,0
0,0,0,0,0,0
