,group,year,month,hhs_region,state,place_of_death,age_group,deaths_c19,deaths_flu,deaths_pna,deaths_c19_and_pna,deaths_c19_pna_or_flu,deaths_total
3151,By Month,2022,3,1,New Hampshire,Total - All Places of Death,0-17 years,0,0,0,0.0,0,5
3152,By Month,2022,3,1,New Hampshire,Total - All Places of Death,18-29 years,0,0,0,0.0,0,16
3153,By Month,2022,3,1,New Hampshire,Total - All Places of Death,30-39 years,0,0,0,0.0,0,25
3154,By Month,2022,3,1,New Hampshire,Total - All Places of Death,40-49 years,0,0,0,0.0,0,27
3155,By Month,2022,3,1,New Hampshire,Total - All Places of Death,50-64 years,5,0,5,5.0,5,180
3156,By Month,2022,3,1,New Hampshire,Total - All Places of Death,65-74 years,10,0,13,5.0,16,235
3157,By Month,2022,3,1,New Hampshire,Total - All Places of Death,75-84 years,13,0,13,5.0,21,298
3158,By Month,2022,3,1,New Hampshire,Total - All Places of Death,85 years and over,17,0,21,5.0,35,382
3159,By Month,2022,4,1,New Hampshire,Total - All Places of Death,All Ages,20,5,70,5.0,86,1104
3160,By Month,2022,4,1,New Hampshire,Total - All Places of Death,0-17 years,0,0,0,0.0,0,5
3161,By Month,2022,4,1,New Hampshire,Total - All Places of Death,18-29 years,0,0,0,0.0,0,11
3162,By Month,2022,4,1,New Hampshire,Total - All Places of Death,30-39 years,5,0,5,0.0,5,34
3163,By Month,2022,4,1,New Hampshire,Total - All Places of Death,40-49 years,0,0,5,0.0,5,44
3164,By Month,2022,4,1,New Hampshire,Total - All Places of Death,50-64 years,5,5,12,5.0,14,175
3165,By Month,2022,4,1,New Hampshire,Total - All Places of Death,65-74 years,5,0,5,5.0,13,218
3166,By Month,2022,4,1,New Hampshire,Total - All Places of Death,75-84 years,5,5,25,5.0,28,263
3167,By Month,2022,4,1,New Hampshire,Total - All Places of Death,85 years and over,5,5,22,5.0,26,353
3168,By Month,2022,5,1,New Hampshire,Total - All Places of Death,All Ages,43,5,56,10.0,91,1138
3169,By Month,2022,5,1,New Hampshire,Total - All Places of Death,0-17 years,0,0,0,0.0,0,5
3170,By Month,2022,5,1,New Hampshire,Total - All Places of Death,18-29 years,0,0,5,0.0,5,15
3171,By Month,2022,5,1,New Hampshire,Total - All Places of Death,30-39 years,0,0,0,0.0,0,21
3172,By Month,2022,5,1,New Hampshire,Total - All Places of Death,40-49 years,5,5,5,5.0,5,32
3173,By Month,2022,5,1,New Hampshire,Total - All Places of Death,50-64 years,5,0,13,5.0,17,170
3174,By Month,2022,5,1,New Hampshire,Total - All Places of Death,65-74 years,5,0,14,5.0,21,247
3175,By Month,2022,5,1,New Hampshire,Total - All Places of Death,75-84 years,5,0,12,5.0,18,304
3176,By Month,2022,5,1,New Hampshire,Total - All Places of Death,85 years and over,18,5,14,5.0,30,345
3177,By Month,2022,6,1,New Hampshire,Total - All Places of Death,All Ages,38,5,56,10.0,85,1147
3178,By Month,2022,6,1,New Hampshire,Total - All Places of Death,0-17 years,0,5,0,0.0,5,5
3179,By Month,2022,6,1,New Hampshire,Total - All Places of Death,18-29 years,0,0,0,0.0,0,16
3180,By Month,2022,6,1,New Hampshire,Total - All Places of Death,30-39 years,0,0,5,0.0,5,33
3181,By Month,2022,6,1,New Hampshire,Total - All Places of Death,40-49 years,0,0,5,0.0,5,36
3182,By Month,2022,6,1,New Hampshire,Total - All Places of Death,50-64 years,5,0,10,5.0,11,198
3183,By Month,2022,6,1,New Hampshire,Total - All Places of Death,65-74 years,5,0,5,5.0,14,225
3184,By Month,2022,6,1,New Hampshire,Total - All Places of Death,75-84 years,12,0,20,5.0,31,288
3185,By Month,2022,6,1,New Hampshire,Total - All Places of Death,85 years and over,15,0,16,5.0,26,345
3186,By Month,2022,7,1,New Hampshire,Total - All Places of Death,All Ages,31,0,56,14.0,73,1143
3187,By Month,2022,7,1,New Hampshire,Total - All Places of Death,0-17 years,0,0,0,0.0,0,5
3188,By Month,2022,7,1,New Hampshire,Total - All Places of Death,18-29 years,0,0,0,0.0,0,15
3189,By Month,2022,7,1,New Hampshire,Total - All Places of Death,30-39 years,0,0,5,0.0,5,25
3190,By Month,2022,7,1,New Hampshire,Total - All Places of Death,40-49 years,0,0,0,0.0,0,35
3191,By Month,2022,7,1,New Hampshire,Total - All Places of Death,50-64 years,5,0,5,0.0,5,159
3192,By Month,2022,7,1,New Hampshire,Total - All Places of Death,65-74 years,5,0,14,5.0,18,252
3193,By Month,2022,7,1,New Hampshire,Total - All Places of Death,75-84 years,10,0,16,5.0,19,301
3194,By Month,2022,7,1,New Hampshire,Total - All Places of Death,85 years and over,12,0,17,5.0,26,351
3195,By Month,2022,8,1,New Hampshire,Total - All Places of Death,All Ages,34,0,48,12.0,70,1177
3196,By Month,2022,8,1,New Hampshire,Total - All Places of Death,0-17 years,0,0,0,0.0,0,5
3197,By Month,2022,8,1,New Hampshire,Total - All Places of Death,18-29 years,0,0,0,0.0,0,27
3198,By Month,2022,8,1,New Hampshire,Total - All Places of Death,30-39 years,0,0,5,0.0,5,29
3199,By Month,2022,8,1,New Hampshire,Total - All Places of Death,40-49 years,5,0,5,5.0,5,43
3200,By Month,2022,8,1,New Hampshire,Total - All Places of Death,50-64 years,5,0,5,0.0,5,169
3201,By Month,2022,8,1,New Hampshire,Total - All Places of Death,65-74 years,5,0,5,5.0,15,232
3202,By Month,2022,8,1,New Hampshire,Total - All Places of Death,75-84 years,5,0,16,5.0,23,307
3203,By Month,2022,8,1,New Hampshire,Total - All Places of Death,85 years and over,12,0,18,5.0,24,362
3204,By Month,2022,9,1,New Hampshire,Total - All Places of Death,All Ages,41,0,54,10.0,85,1087
3205,By Month,2022,9,1,New Hampshire,Total - All Places of Death,0-17 years,0,0,0,0.0,0,5
3206,By Month,2022,9,1,New Hampshire,Total - All Places of Death,18-29 years,0,0,0,0.0,0,16
3207,By Month,2022,9,1,New Hampshire,Total - All Places of Death,30-39 years,0,0,0,0.0,0,30
3208,By Month,2022,9,1,New Hampshire,Total - All Places of Death,40-49 years,5,0,0,0.0,5,35
3209,By Month,2022,9,1,New Hampshire,Total - All Places of Death,50-64 years,5,0,5,5.0,5,153
3210,By Month,2022,9,1,New Hampshire,Total - All Places of Death,65-74 years,5,0,10,0.0,15,210
3211,By Month,2022,9,1,New Hampshire,Total - All Places of Death,75-84 years,14,0,13,5.0,24,298
3212,By Month,2022,9,1,New Hampshire,Total - All Places of Death,85 years and over,18,0,24,5.0,37,341
3213,By Month,2022,10,1,New Hampshire,Total - All Places of Death,All Ages,68,0,60,19.0,109,1204
3214,By Month,2022,10,1,New Hampshire,Total - All Places of Death,0-17 years,0,0,0,0.0,0,5
3215,By Month,2022,10,1,New Hampshire,Total - All Places of Death,18-29 years,0,0,0,0.0,0,14
3216,By Month,2022,10,1,New Hampshire,Total - All Places of Death,30-39 years,0,0,0,0.0,0,31
3217,By Month,2022,10,1,New Hampshire,Total - All Places of Death,40-49 years,5,0,5,5.0,5,36
3218,By Month,2022,10,1,New Hampshire,Total - All Places of Death,50-64 years,5,0,5,0.0,12,174
3219,By Month,2022,10,1,New Hampshire,Total - All Places of Death,65-74 years,11,0,10,5.0,16,233
3220,By Month,2022,10,1,New Hampshire,Total - All Places of Death,75-84 years,20,0,21,5.0,37,323
3221,By Month,2022,10,1,New Hampshire,Total - All Places of Death,85 years and over,29,0,23,5.0,43,388
3222,By Month,2022,11,1,New Hampshire,Total - All Places of Death,All Ages,66,0,68,16.0,118,1220
3223,By Month,2022,11,1,New Hampshire,Total - All Places of Death,0-17 years,0,0,0,0.0,0,5
3224,By Month,2022,11,1,New Hampshire,Total - All Places of Death,18-29 years,0,0,0,0.0,0,22
3225,By Month,2022,11,1,New Hampshire,Total - All Places of Death,30-39 years,0,0,0,0.0,0,31
3226,By Month,2022,11,1,New Hampshire,Total - All Places of Death,40-49 years,0,0,0,0.0,0,29
3227,By Month,2022,11,1,New Hampshire,Total - All Places of Death,50-64 years,5,0,5,5.0,12,187
3228,By Month,2022,11,1,New Hampshire,Total - All Places of Death,65-74 years,5,0,13,5.0,16,207
3229,By Month,2022,11,1,New Hampshire,Total - All Places of Death,75-84 years,22,0,22,5.0,37,350
3230,By Month,2022,11,1,New Hampshire,Total - All Places of Death,85 years and over,32,0,26,5.0,53,388
3231,By Month,2022,12,1,New Hampshire,Total - All Places of Death,All Ages,55,16,71,14.0,125,1286
3232,By Month,2022,12,1,New Hampshire,Total - All Places of Death,0-17 years,0,0,0,0.0,0,5
3233,By Month,2022,12,1,New Hampshire,Total - All Places of Death,18-29 years,0,0,0,0.0,0,15
3234,By Month,2022,12,1,New Hampshire,Total - All Places of Death,30-39 years,0,0,5,0.0,5,26
3235,By Month,2022,12,1,New Hampshire,Total - All Places of Death,40-49 years,5,5,5,0.0,5,31
3236,By Month,2022,12,1,New Hampshire,Total - All Places of Death,50-64 years,5,5,5,0.0,12,182
3237,By Month,2022,12,1,New Hampshire,Total - All Places of Death,65-74 years,15,5,17,5.0,31,256
3238,By Month,2022,12,1,New Hampshire,Total - All Places of Death,75-84 years,13,5,22,5.0,34,327
3239,By Month,2022,12,1,New Hampshire,Total - All Places of Death,85 years and over,24,5,22,5.0,44,442
3240,By Month,2022,1,2,New Jersey,Total - All Places of Death,All Ages,3050,5,1846,1540.0,3360,10309
3241,By Month,2022,1,2,New Jersey,Total - All Places of Death,0-17 years,5,0,5,5.0,5,44
3242,By Month,2022,1,2,New Jersey,Total - All Places of Death,18-29 years,15,5,5,5.0,18,108
3243,By Month,2022,1,2,New Jersey,Total - All Places of Death,30-39 years,45,0,18,14.0,49,204
3244,By Month,2022,1,2,New Jersey,Total - All Places of Death,40-49 years,84,0,50,41.0,93,311
3245,By Month,2022,1,2,New Jersey,Total - All Places of Death,50-64 years,493,5,288,251.0,532,1484
3246,By Month,2022,1,2,New Jersey,Total - All Places of Death,65-74 years,631,5,378,324.0,685,1920
3247,By Month,2022,1,2,New Jersey,Total - All Places of Death,75-84 years,804,5,520,434.0,891,2636
3248,By Month,2022,1,2,New Jersey,Total - All Places of Death,85 years and over,970,0,583,469.0,1084,3602
3249,By Month,2022,2,2,New Jersey,Total - All Places of Death,All Ages,867,5,715,432.0,1153,6783
3250,By Month,2022,2,2,New Jersey,Total - All Places of Death,0-17 years,5,0,5,0.0,5,30
3251,By Month,2022,2,2,New Jersey,Total - All Places of Death,18-29 years,5,0,5,5.0,5,78
3252,By Month,2022,2,2,New Jersey,Total - All Places of Death,30-39 years,10,0,5,5.0,10,135
3253,By Month,2022,2,2,New Jersey,Total - All Places of Death,40-49 years,31,0,19,14.0,36,259
3254,By Month,2022,2,2,New Jersey,Total - All Places of Death,50-64 years,156,0,114,79.0,191,1039
3255,By Month,2022,2,2,New Jersey,Total - All Places of Death,65-74 years,194,5,160,107.0,248,1263
3256,By Month,2022,2,2,New Jersey,Total - All Places of Death,75-84 years,233,5,218,129.0,323,1713
3257,By Month,2022,2,2,New Jersey,Total - All Places of Death,85 years and over,241,5,195,97.0,340,2266
3258,By Month,2022,3,2,New Jersey,Total - All Places of Death,All Ages,219,5,352,96.0,476,6451
3259,By Month,2022,3,2,New Jersey,Total - All Places of Death,0-17 years,5,0,5,5.0,5,43
3260,By Month,2022,3,2,New Jersey,Total - All Places of Death,18-29 years,5,0,0,0.0,5,88
3261,By Month,2022,3,2,New Jersey,Total - All Places of Death,30-39 years,5,0,5,0.0,5,142
3262,By Month,2022,3,2,New Jersey,Total - All Places of Death,40-49 years,5,0,5,5.0,5,228
3263,By Month,2022,3,2,New Jersey,Total - All Places of Death,50-64 years,34,0,42,16.0,60,1032
3264,By Month,2022,3,2,New Jersey,Total - All Places of Death,65-74 years,47,0,70,21.0,96,1225
3265,By Month,2022,3,2,New Jersey,Total - All Places of Death,75-84 years,65,0,119,31.0,153,1573
3266,By Month,2022,3,2,New Jersey,Total - All Places of Death,85 years and over,65,5,112,25.0,153,2120
3267,By Month,2022,4,2,New Jersey,Total - All Places of Death,All Ages,161,5,327,58.0,436,5912
3268,By Month,2022,4,2,New Jersey,Total - All Places of Death,0-17 years,0,0,0,0.0,0,33
3269,By Month,2022,4,2,New Jersey,Total - All Places of Death,18-29 years,5,0,5,5.0,5,82
3270,By Month,2022,4,2,New Jersey,Total - All Places of Death,30-39 years,5,0,5,0.0,5,154
3271,By Month,2022,4,2,New Jersey,Total - All Places of Death,40-49 years,5,0,5,0.0,5,209
3272,By Month,2022,4,2,New Jersey,Total - All Places of Death,50-64 years,21,0,47,5.0,59,899
3273,By Month,2022,4,2,New Jersey,Total - All Places of Death,65-74 years,24,0,67,5.0,84,1124
3274,By Month,2022,4,2,New Jersey,Total - All Places of Death,75-84 years,53,5,85,20.0,120,1462
3275,By Month,2022,4,2,New Jersey,Total - All Places of Death,85 years and over,59,5,112,21.0,154,1949
3276,By Month,2022,5,2,New Jersey,Total - All Places of Death,All Ages,282,5,340,94.0,536,6427
3277,By Month,2022,5,2,New Jersey,Total - All Places of Death,0-17 years,0,0,0,0.0,0,36
3278,By Month,2022,5,2,New Jersey,Total - All Places of Death,18-29 years,5,0,0,0.0,5,88
3279,By Month,2022,5,2,New Jersey,Total - All Places of Death,30-39 years,5,0,5,0.0,5,165
3280,By Month,2022,5,2,New Jersey,Total - All Places of Death,40-49 years,5,0,5,5.0,11,244
3281,By Month,2022,5,2,New Jersey,Total - All Places of Death,50-64 years,33,5,41,11.0,64,992
3282,By Month,2022,5,2,New Jersey,Total - All Places of Death,65-74 years,31,5,55,11.0,76,1121
3283,By Month,2022,5,2,New Jersey,Total - All Places of Death,75-84 years,84,5,106,30.0,161,1622
3284,By Month,2022,5,2,New Jersey,Total - All Places of Death,85 years and over,126,5,124,41.0,214,2159
3285,By Month,2022,6,2,New Jersey,Total - All Places of Death,All Ages,222,5,323,73.0,475,5983
3286,By Month,2022,6,2,New Jersey,Total - All Places of Death,0-17 years,5,0,5,5.0,5,51
3287,By Month,2022,6,2,New Jersey,Total - All Places of Death,18-29 years,0,0,5,0.0,5,88
3288,By Month,2022,6,2,New Jersey,Total - All Places of Death,30-39 years,5,0,5,0.0,5,148
3289,By Month,2022,6,2,New Jersey,Total - All Places of Death,40-49 years,5,0,11,5.0,15,241
3290,By Month,2022,6,2,New Jersey,Total - All Places of Death,50-64 years,29,0,47,11.0,65,951
3291,By Month,2022,6,2,New Jersey,Total - All Places of Death,65-74 years,37,0,65,13.0,89,1078
3292,By Month,2022,6,2,New Jersey,Total - All Places of Death,75-84 years,60,5,97,19.0,141,1496
3293,By Month,2022,6,2,New Jersey,Total - All Places of Death,85 years and over,86,0,95,26.0,155,1930
3294,By Month,2022,7,2,New Jersey,Total - All Places of Death,All Ages,277,5,343,75.0,547,6259
3295,By Month,2022,7,2,New Jersey,Total - All Places of Death,0-17 years,0,5,5,0.0,5,58
3296,By Month,2022,7,2,New Jersey,Total - All Places of Death,18-29 years,5,0,0,0.0,5,105
3297,By Month,2022,7,2,New Jersey,Total - All Places of Death,30-39 years,5,0,5,0.0,13,156
3298,By Month,2022,7,2,New Jersey,Total - All Places of Death,40-49 years,5,0,5,0.0,5,223
3299,By Month,2022,7,2,New Jersey,Total - All Places of Death,50-64 years,21,0,42,10.0,53,968
3300,By Month,2022,7,2,New Jersey,Total - All Places of Death,65-74 years,48,0,62,11.0,99,1140
3301,By Month,2022,7,2,New Jersey,Total - All Places of Death,75-84 years,77,5,100,20.0,158,1497
3302,By Month,2022,7,2,New Jersey,Total - All Places of Death,85 years and over,120,0,127,34.0,213,2112
3303,By Month,2022,8,2,New Jersey,Total - All Places of Death,All Ages,265,5,308,81.0,493,6146
3304,By Month,2022,8,2,New Jersey,Total - All Places of Death,0-17 years,0,0,0,0.0,0,40
3305,By Month,2022,8,2,New Jersey,Total - All Places of Death,18-29 years,5,0,5,0.0,5,87
3306,By Month,2022,8,2,New Jersey,Total - All Places of Death,30-39 years,5,0,5,5.0,5,156
3307,By Month,2022,8,2,New Jersey,Total - All Places of Death,40-49 years,5,0,5,0.0,5,211
3308,By Month,2022,8,2,New Jersey,Total - All Places of Death,50-64 years,30,0,43,5.0,66,886
3309,By Month,2022,8,2,New Jersey,Total - All Places of Death,65-74 years,58,0,67,19.0,106,1107
3310,By Month,2022,8,2,New Jersey,Total - All Places of Death,75-84 years,74,0,89,28.0,135,1618
3311,By Month,2022,8,2,New Jersey,Total - All Places of Death,85 years and over,98,5,98,26.0,171,2041
3312,By Month,2022,9,2,New Jersey,Total - All Places of Death,All Ages,233,5,353,73.0,514,6190
3313,By Month,2022,9,2,New Jersey,Total - All Places of Death,0-17 years,0,0,5,0.0,5,53
3314,By Month,2022,9,2,New Jersey,Total - All Places of Death,18-29 years,5,0,0,0.0,5,76
3315,By Month,2022,9,2,New Jersey,Total - All Places of Death,30-39 years,0,0,5,0.0,5,166
3316,By Month,2022,9,2,New Jersey,Total - All Places of Death,40-49 years,5,0,5,5.0,10,201
3317,By Month,2022,9,2,New Jersey,Total - All Places of Death,50-64 years,19,5,48,5.0,60,923
3318,By Month,2022,9,2,New Jersey,Total - All Places of Death,65-74 years,41,0,78,15.0,104,1149
3319,By Month,2022,9,2,New Jersey,Total - All Places of Death,75-84 years,59,0,101,18.0,142,1558
3320,By Month,2022,9,2,New Jersey,Total - All Places of Death,85 years and over,109,0,116,30.0,195,2064
3321,By Month,2022,10,2,New Jersey,Total - All Places of Death,All Ages,281,5,401,103.0,586,6572
3322,By Month,2022,10,2,New Jersey,Total - All Places of Death,0-17 years,0,0,5,0.0,5,35
3323,By Month,2022,10,2,New Jersey,Total - All Places of Death,18-29 years,0,5,0,0.0,5,79
3324,By Month,2022,10,2,New Jersey,Total - All Places of Death,30-39 years,5,5,5,5.0,5,174
3325,By Month,2022,10,2,New Jersey,Total - All Places of Death,40-49 years,5,5,5,5.0,15,213
3326,By Month,2022,10,2,New Jersey,Total - All Places of Death,50-64 years,15,0,40,5.0,53,933
3327,By Month,2022,10,2,New Jersey,Total - All Places of Death,65-74 years,45,5,76,19.0,103,1183
3328,By Month,2022,10,2,New Jersey,Total - All Places of Death,75-84 years,83,0,122,33.0,172,1642
3329,By Month,2022,10,2,New Jersey,Total - All Places of Death,85 years and over,130,5,148,45.0,235,2313
3330,By Month,2022,11,2,New Jersey,Total - All Places of Death,All Ages,297,24,446,105.0,661,6579
3331,By Month,2022,11,2,New Jersey,Total - All Places of Death,0-17 years,0,5,5,0.0,5,50
3332,By Month,2022,11,2,New Jersey,Total - All Places of Death,18-29 years,0,0,5,0.0,5,72
3333,By Month,2022,11,2,New Jersey,Total - All Places of Death,30-39 years,5,5,5,0.0,5,136
3334,By Month,2022,11,2,New Jersey,Total - All Places of Death,40-49 years,5,0,5,5.0,12,268
3335,By Month,2022,11,2,New Jersey,Total - All Places of Death,50-64 years,19,5,62,5.0,76,958
3336,By Month,2022,11,2,New Jersey,Total - All Places of Death,65-74 years,46,5,77,16.0,109,1228
3337,By Month,2022,11,2,New Jersey,Total - All Places of Death,75-84 years,100,5,124,36.0,195,1584
3338,By Month,2022,11,2,New Jersey,Total - All Places of Death,85 years and over,126,5,170,43.0,260,2283
3339,By Month,2022,12,2,New Jersey,Total - All Places of Death,All Ages,408,64,498,138.0,826,7448
3340,By Month,2022,12,2,New Jersey,Total - All Places of Death,0-17 years,5,5,5,0.0,5,37
3341,By Month,2022,12,2,New Jersey,Total - All Places of Death,18-29 years,5,5,5,0.0,5,92
3342,By Month,2022,12,2,New Jersey,Total - All Places of Death,30-39 years,5,0,5,5.0,5,174
3343,By Month,2022,12,2,New Jersey,Total - All Places of Death,40-49 years,5,5,5,5.0,11,246
3344,By Month,2022,12,2,New Jersey,Total - All Places of Death,50-64 years,40,5,50,16.0,82,1009
3345,By Month,2022,12,2,New Jersey,Total - All Places of Death,65-74 years,66,12,98,23.0,152,1298
3346,By Month,2022,12,2,New Jersey,Total - All Places of Death,75-84 years,101,12,140,34.0,219,1914
3347,By Month,2022,12,2,New Jersey,Total - All Places of Death,85 years and over,193,26,194,62.0,347,2678
3348,By Month,2022,1,6,New Mexico,Total - All Places of Death,All Ages,681,5,500,399.0,784,2647
3349,By Month,2022,1,6,New Mexico,Total - All Places of Death,0-17 years,5,5,0,0.0,5,16
3350,By Month,2022,1,6,New Mexico,Total - All Places of Death,18-29 years,5,5,5,5.0,5,65
3351,By Month,2022,1,6,New Mexico,Total - All Places of Death,30-39 years,38,0,25,23.0,40,131
3352,By Month,2022,1,6,New Mexico,Total - All Places of Death,40-49 years,52,0,43,35.0,60,170
3353,By Month,2022,1,6,New Mexico,Total - All Places of Death,50-64 years,151,5,114,98.0,167,497
3354,By Month,2022,1,6,New Mexico,Total - All Places of Death,65-74 years,162,0,119,100.0,181,546
3355,By Month,2022,1,6,New Mexico,Total - All Places of Death,75-84 years,152,0,119,93.0,178,594
3356,By Month,2022,1,6,New Mexico,Total - All Places of Death,85 years and over,118,5,76,47.0,148,628
3357,By Month,2022,2,6,New Mexico,Total - All Places of Death,All Ages,393,0,304,219.0,478,2061
3358,By Month,2022,2,6,New Mexico,Total - All Places of Death,0-17 years,5,0,0,0.0,5,17
3359,By Month,2022,2,6,New Mexico,Total - All Places of Death,18-29 years,5,0,5,5.0,5,67
3360,By Month,2022,2,6,New Mexico,Total - All Places of Death,30-39 years,17,0,15,10.0,22,103
3361,By Month,2022,2,6,New Mexico,Total - All Places of Death,40-49 years,17,0,15,11.0,21,102
3362,By Month,2022,2,6,New Mexico,Total - All Places of Death,50-64 years,95,0,75,58.0,112,388
3363,By Month,2022,2,6,New Mexico,Total - All Places of Death,65-74 years,82,0,72,51.0,103,406
3364,By Month,2022,2,6,New Mexico,Total - All Places of Death,75-84 years,92,0,64,43.0,113,479
3365,By Month,2022,2,6,New Mexico,Total - All Places of Death,85 years and over,84,0,60,44.0,100,499
3366,By Month,2022,3,6,New Mexico,Total - All Places of Death,All Ages,150,5,180,77.0,255,1933
3367,By Month,2022,3,6,New Mexico,Total - All Places of Death,0-17 years,0,0,0,0.0,0,12
3368,By Month,2022,3,6,New Mexico,Total - All Places of Death,18-29 years,5,0,0,0.0,5,48
3369,By Month,2022,3,6,New Mexico,Total - All Places of Death,30-39 years,5,0,5,0.0,5,80
3370,By Month,2022,3,6,New Mexico,Total - All Places of Death,40-49 years,12,0,11,5.0,17,130
3371,By Month,2022,3,6,New Mexico,Total - All Places of Death,50-64 years,24,5,34,16.0,43,323
3372,By Month,2022,3,6,New Mexico,Total - All Places of Death,65-74 years,40,0,36,18.0,58,440
3373,By Month,2022,3,6,New Mexico,Total - All Places of Death,75-84 years,32,5,45,18.0,60,432
3374,By Month,2022,3,6,New Mexico,Total - All Places of Death,85 years and over,38,0,51,19.0,70,468
3375,By Month,2022,4,6,New Mexico,Total - All Places of Death,All Ages,53,5,103,23.0,136,1691
3376,By Month,2022,4,6,New Mexico,Total - All Places of Death,0-17 years,5,0,5,5.0,5,21
3377,By Month,2022,4,6,New Mexico,Total - All Places of Death,18-29 years,5,5,5,5.0,5,57
3378,By Month,2022,4,6,New Mexico,Total - All Places of Death,30-39 years,5,0,5,5.0,5,94
3379,By Month,2022,4,6,New Mexico,Total - All Places of Death,40-49 years,5,5,5,5.0,5,85
3380,By Month,2022,4,6,New Mexico,Total - All Places of Death,50-64 years,5,0,16,5.0,19,300
3381,By Month,2022,4,6,New Mexico,Total - All Places of Death,65-74 years,14,0,25,5.0,33,310
3382,By Month,2022,4,6,New Mexico,Total - All Places of Death,75-84 years,5,5,17,0.0,28,398
3383,By Month,2022,4,6,New Mexico,Total - All Places of Death,85 years and over,14,0,34,5.0,40,426
3384,By Month,2022,5,6,New Mexico,Total - All Places of Death,All Ages,50,5,117,18.0,156,1845
3385,By Month,2022,5,6,New Mexico,Total - All Places of Death,0-17 years,0,0,0,0.0,0,17
3386,By Month,2022,5,6,New Mexico,Total - All Places of Death,18-29 years,0,0,5,0.0,5,64
3387,By Month,2022,5,6,New Mexico,Total - All Places of Death,30-39 years,5,5,0,0.0,5,94
3388,By Month,2022,5,6,New Mexico,Total - All Places of Death,40-49 years,5,0,5,0.0,5,108
3389,By Month,2022,5,6,New Mexico,Total - All Places of Death,50-64 years,10,5,15,5.0,25,294
3390,By Month,2022,5,6,New Mexico,Total - All Places of Death,65-74 years,10,0,34,5.0,36,387
3391,By Month,2022,5,6,New Mexico,Total - All Places of Death,75-84 years,5,5,24,0.0,35,407
3392,By Month,2022,5,6,New Mexico,Total - All Places of Death,85 years and over,16,0,38,5.0,48,474
3393,By Month,2022,6,6,New Mexico,Total - All Places of Death,All Ages,88,5,117,43.0,165,1733
3394,By Month,2022,6,6,New Mexico,Total - All Places of Death,0-17 years,0,0,0,0.0,0,24
3395,By Month,2022,6,6,New Mexico,Total - All Places of Death,18-29 years,5,0,5,0.0,5,48
3396,By Month,2022,6,6,New Mexico,Total - All Places of Death,30-39 years,5,0,5,5.0,5,85
3397,By Month,2022,6,6,New Mexico,Total - All Places of Death,40-49 years,5,0,5,5.0,11,113
3398,By Month,2022,6,6,New Mexico,Total - All Places of Death,50-64 years,5,5,13,5.0,17,248
3399,By Month,2022,6,6,New Mexico,Total - All Places of Death,65-74 years,12,5,29,5.0,34,341
3400,By Month,2022,6,6,New Mexico,Total - All Places of Death,75-84 years,34,5,33,17.0,50,403
3401,By Month,2022,6,6,New Mexico,Total - All Places of Death,85 years and over,31,5,29,13.0,48,471
3402,By Month,2022,7,6,New Mexico,Total - All Places of Death,All Ages,114,5,105,47.0,173,1752
3403,By Month,2022,7,6,New Mexico,Total - All Places of Death,0-17 years,0,0,0,0.0,0,25
3404,By Month,2022,7,6,New Mexico,Total - All Places of Death,18-29 years,5,0,0,0.0,5,65
3405,By Month,2022,7,6,New Mexico,Total - All Places of Death,30-39 years,5,0,5,5.0,5,89
3406,By Month,2022,7,6,New Mexico,Total - All Places of Death,40-49 years,5,0,5,5.0,5,103
3407,By Month,2022,7,6,New Mexico,Total - All Places of Death,50-64 years,18,0,17,5.0,26,280
3408,By Month,2022,7,6,New Mexico,Total - All Places of Death,65-74 years,17,0,24,5.0,32,326
3409,By Month,2022,7,6,New Mexico,Total - All Places of Death,75-84 years,33,5,31,15.0,50,418
3410,By Month,2022,7,6,New Mexico,Total - All Places of Death,85 years and over,36,5,28,11.0,53,446
3411,By Month,2022,8,6,New Mexico,Total - All Places of Death,All Ages,79,5,99,27.0,151,1735
3412,By Month,2022,8,6,New Mexico,Total - All Places of Death,0-17 years,0,0,0,0.0,0,24
3413,By Month,2022,8,6,New Mexico,Total - All Places of Death,18-29 years,5,0,0,0.0,5,49
3414,By Month,2022,8,6,New Mexico,Total - All Places of Death,30-39 years,5,0,5,0.0,5,79
3415,By Month,2022,8,6,New Mexico,Total - All Places of Death,40-49 years,5,0,5,0.0,5,96
3416,By Month,2022,8,6,New Mexico,Total - All Places of Death,50-64 years,12,0,16,5.0,25,302
3417,By Month,2022,8,6,New Mexico,Total - All Places of Death,65-74 years,15,5,25,5.0,35,360
3418,By Month,2022,8,6,New Mexico,Total - All Places of Death,75-84 years,16,0,29,5.0,37,418
3419,By Month,2022,8,6,New Mexico,Total - All Places of Death,85 years and over,31,0,24,11.0,44,407
3420,By Month,2022,9,6,New Mexico,Total - All Places of Death,All Ages,62,0,117,32.0,147,1676
3421,By Month,2022,9,6,New Mexico,Total - All Places of Death,0-17 years,0,0,0,0.0,0,15
3422,By Month,2022,9,6,New Mexico,Total - All Places of Death,18-29 years,0,0,0,0.0,0,72
3423,By Month,2022,9,6,New Mexico,Total - All Places of Death,30-39 years,0,0,5,0.0,5,92
3424,By Month,2022,9,6,New Mexico,Total - All Places of Death,40-49 years,5,0,5,5.0,5,100
3425,By Month,2022,9,6,New Mexico,Total - All Places of Death,50-64 years,5,0,11,5.0,15,274
